OTU	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	baseSum	proportionMean	proportionSum	Kingdom	Phylum	Class	Order	Family	Genus
Otu3511	0.695085185941239	-1.10143825399583	1.50242406157611	-0.733107437616762	0.463492904172645	NA	57548.3702877186	0.0012078277498843	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2534	1.00146876846098	-1.10206857054944	1.18385213536882	-0.930917415802186	0.351896284925745	NA	57548.3702877186	0.00174022090191962	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
Otu5536	2.7006745622628	-1.10803213414845	1.04788019943	-1.05740344626339	0.290327499376707	0.57416290877446	57548.3702877186	0.0046928775719634	100	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
Otu2198	1.04608828786658	-1.10905034327612	1.28374704388133	-0.863916570294858	0.387633723404434	NA	57548.3702877186	0.00181775484281581	100	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
Otu248	12.4537127778978	-1.11129199536372	0.575361987015929	-1.93146579100115	0.0534254758612946	0.228000222482198	57548.3702877186	0.0216404265066661	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu6705	0.985314358788187	-1.11372223418065	1.14373230635417	-0.973761279622168	0.330175082702029	NA	57548.3702877186	0.00171214989036529	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu811	9.60558006971118	-1.11511150686095	0.59840802061855	-1.86346350389539	0.0623970826767152	0.248745126886905	57548.3702877186	0.0166913155345445	100	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Otu6342	1.07160498797221	-1.1156296102061	1.16471476478013	-0.957856501816306	0.33813512319732	NA	57548.3702877186	0.00186209441312519	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
Otu1745	2.5497638843834	-1.1243578996181	0.929979168462647	-1.20901407015039	0.226657439887292	0.5024474767026	57548.3702877186	0.0044306448151974	100	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu743	4.52338189054412	-1.12482802846391	1.12383755772841	-1.00088132909305	0.316884184133093	0.603102156898467	57548.3702877186	0.00786013898904354	100	Bacteria	NA	NA	NA	NA	NA
Otu3735	0.885803833237477	-1.12600712436856	1.28833565871978	-0.874001365053794	0.382117510339822	NA	57548.3702877186	0.00153923356788179	100	Bacteria	Acidobacteria	Subgroup 15	NA	NA	NA
Otu1212	3.51646100438301	-1.12673238072169	1.28624656635992	-0.875984752993626	NA	NA	57548.3702877186	0.00611044411301679	100	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	NA	NA
Otu1399	9.62132338422524	-1.12708082143709	0.560815896210572	-2.00971625278948	0.0444612287905073	0.201593773793825	57548.3702877186	0.0167186721989215	100	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	NA
Otu1244	2.80634034366873	-1.13007862362111	0.975350144267626	-1.15863890548729	0.246603403433844	0.527159449369448	57548.3702877186	0.0048764896896961	100	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA
Otu6352	1.36894874725762	-1.13069413653258	1.24393239861709	-0.908967511248683	0.363367275442739	NA	57548.3702877186	0.00237877934755308	100	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina
Otu1685	2.8427851648547	-1.13356914783537	0.878131092235359	-1.29088829430897	0.196742415005507	0.467114788141848	57548.3702877186	0.00493981871361764	100	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
Otu1567	3.52102769763418	-1.13410301853568	0.775511821210675	-1.4623929481374	0.143633560754672	0.39303907307758	57548.3702877186	0.00611837951280022	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu7145	142.669737315525	-1.13470870302253	0.544441901588045	-2.08416857650518	0.0371448359924183	0.182628776962724	57548.3702877186	0.247912732545221	100	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	NA	NA
Otu1018	5.78920995232404	-1.13607004443225	0.607077060200759	-1.87137699463813	0.0612928453046867	0.246276349097309	57548.3702877186	0.010059728752318	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2190	3.38710994849493	-1.13617602705937	0.787881862094045	-1.44206394603326	0.149284334901283	0.403101865408498	57548.3702877186	0.00588567483590022	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
Otu4595	0.884912382343861	-1.1395835159404	1.27440196972317	-0.894210416347638	0.371209320087045	NA	57548.3702877186	0.00153768452159402	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
Otu970	7.59491648592257	-1.14325449989153	0.745331224780275	-1.53388783655021	0.125057248865268	0.365979292335325	57548.3702877186	0.01319744842113	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA
Otu2834	0.906124262430718	-1.14584346014886	1.37043041524185	-0.83611940263793	0.403087734042933	NA	57548.3702877186	0.00157454374103117	100	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Otu1049	3.20195964732356	-1.14743924308767	0.980883686073258	-1.16980153649122	0.2420808452063	0.520762604539852	57548.3702877186	0.00556394495850195	100	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	NA
Otu3358	1.91197907900402	-1.14787593385349	0.970934052732465	-1.18223882520451	0.237110951277546	0.513849260803496	57548.3702877186	0.00332238614133623	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Endonucleariobacter
Otu2225	3.30445727139772	-1.149262338838	0.839882974016162	-1.36836008633733	0.171199391349843	0.431656585027383	57548.3702877186	0.00574205186850083	100	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
Otu8046	6.24153533043031	-1.1494629768139	0.789176446583872	-1.45653482410634	0.145244830076234	0.395817319838236	57548.3702877186	0.0108457203900391	100	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
Otu1193	4.77151751320551	-1.15409270391869	0.771439730212282	-1.49602445754396	0.134647281852575	0.380104766952244	57548.3702877186	0.00829131648620082	100	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured
Otu818	6.75315653580166	-1.15592483165187	0.942126255817778	-1.22693197914171	0.219848157862682	0.495550766529064	57548.3702877186	0.0117347485290002	100	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA
Otu6008	0.717810202041435	-1.15709932884692	1.40797700543839	-0.821816921993437	0.411181101290646	NA	57548.3702877186	0.00124731629836375	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter
Otu4264	2.99552172906811	-1.1574633569441	0.841999553048257	-1.37466029851653	0.169236785093491	0.428938662886585	57548.3702877186	0.00520522425585939	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu949	6.31130886925772	-1.15849749459643	0.730257800643897	-1.58642262167544	0.112643472169729	0.348081427844727	57548.3702877186	0.0109669636823836	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
Otu4371	1.84688409557588	-1.15850509454673	1.19095359953951	-0.97275418202243	0.330675489392692	0.618165175609158	57548.3702877186	0.00320927262812518	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	uncultured
Otu1025	3.19960416773658	-1.15937687123872	0.860760918552867	-1.34692090015877	0.17800570948317	0.438862160996555	57548.3702877186	0.00555985191542324	100	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium
Otu4550	2.25573985115906	-1.16425128776876	0.787190577546988	-1.47899545672504	0.139141529077551	0.386777395315688	57548.3702877186	0.00391972846473544	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2873	2.27499378094558	-1.16809266992409	0.815472428422716	-1.43241221801135	0.152025883932155	0.407463798236456	57548.3702877186	0.00395318541528027	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu2807	0.772387278267818	-1.17075739521407	1.4721643541778	-0.795262697328336	0.426460707596472	NA	57548.3702877186	0.00134215317376703	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu3911	0.578475302223313	-1.17975684822109	1.52096213703128	-0.775664837077287	0.437946906759992	NA	57548.3702877186	0.00100519840845391	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured
Otu5748	0.549106555313116	-1.1819430982828	1.53182809210121	-0.771589909061874	0.440357352765707	NA	57548.3702877186	0.000954165257100775	100	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
Otu852	7.25439150481875	-1.18749964724511	0.493614216864012	-2.40572416003215	0.0161404465179909	0.105022865250216	57548.3702877186	0.0126057288304599	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2470	1.65523195117202	-1.18947816806162	0.949135095235622	-1.25322324928501	0.210124471119541	0.484453252490514	57548.3702877186	0.00287624470145118	100	Bacteria	Elusimicrobia	Elusimicrobia	NA	NA	NA
Otu4012	2.26550284886316	-1.19081717578976	0.884393824485731	-1.34647839324547	0.178148283997754	0.438862160996555	57548.3702877186	0.00393669331996121	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1372	2.57467852231533	-1.19293429215545	0.816821385683075	-1.46045918124174	0.144163918034407	0.393781072408796	57548.3702877186	0.00447393820093075	100	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured bacterium	uncultured bacterium
Otu528	14.7317032588734	-1.19846949321604	0.685513195981322	-1.74828070450258	0.0804154327497694	0.291716026978174	57548.3702877186	0.0255988191936989	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu1363	2.65765261139184	-1.19916208538278	0.754251267818713	-1.58987082494504	0.111863925173381	0.346455201324384	57548.3702877186	0.00461811967585642	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu82	120.819554961542	-1.19971609865996	0.41347571279649	-2.90153946539165	0.00371334002281946	0.0419305380567174	57548.3702877186	0.209944355257139	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	NA
Otu1353	2.08815983192201	-1.20482717091041	0.902224745268879	-1.33539583926104	0.181746825825808	0.443101765443086	57548.3702877186	0.00362852991575966	100	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
Otu826	12.0542174542414	-1.20637182858099	0.618605162705351	-1.9501483358224	0.0511584415406459	0.222346081097466	57548.3702877186	0.0209462359993432	100	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	NA
Otu331	20.9403832254026	-1.20733996725366	0.556568551909607	-2.16925653293065	0.0300632132810491	0.162296641896722	57548.3702877186	0.0363874478472789	100	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
Otu1254	3.21948928458763	-1.20896122107548	0.88755839062	-1.36212020961344	0.173159951345359	0.433358945042468	57548.3702877186	0.00559440565995437	100	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	actinobacterium YJF2-33	actinobacterium YJF2-33
Otu912	6.26001852181689	-1.20969747165784	0.683341634253566	-1.77026747825665	0.0766825930399625	0.284545471028792	57548.3702877186	0.0108778380526144	100	Bacteria	Chloroflexi	Dehalococcoidia	S085	Ambiguous_taxa	Ambiguous_taxa
Otu5074	0.690418940237389	-1.21001382196567	1.46785878258439	-0.824339395807041	0.409746739756767	NA	57548.3702877186	0.00119971936092295	100	Bacteria	Dependentiae	Babeliae	Babeliales	uncultured bacterium	uncultured bacterium
Otu3984	4.68958336936688	-1.21047006700942	0.737459144951484	-1.64140627354897	0.100713108482573	0.32538957003312	57548.3702877186	0.00814894209153249	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu3290	1.83660078518588	-1.21176106178817	0.989795073609704	-1.22425448872864	0.220856239698395	0.497275819563309	57548.3702877186	0.00319140364184705	100	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
Otu2219	1.39448109741503	-1.2128365553943	1.03987156399646	-1.16633303321911	0.243479822417577	NA	57548.3702877186	0.0024231461124671	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
Otu3325	1.20191452872598	-1.21613873958373	1.09425901256405	-1.1113810584334	0.266404361971218	NA	57548.3702877186	0.00208852921936258	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
Otu1045	2.57611952312866	-1.21817137439214	1.33492086385047	-0.912542014571881	0.361483462896584	0.642395310569231	57548.3702877186	0.00447644218289606	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
Otu634	10.3427838038056	-1.21912928981145	0.602882872070509	-2.02216607286344	0.0431591979634172	0.199326237169598	57548.3702877186	0.0179723313659377	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Otu1454	0.838825034360407	-1.21976109794379	1.26768306843851	-0.96219719921499	0.335950555770103	NA	57548.3702877186	0.00145759998096665	100	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
Otu4834	1.56971138448419	-1.2217319401023	1.21030676825568	-1.00943989750887	0.3127637122782	0.598170264323727	57548.3702877186	0.00272763829216408	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
Otu3833	0.875645791160921	-1.22309493985704	1.4382329096048	-0.850415069554435	0.395094360829767	NA	57548.3702877186	0.00152158225642715	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu971	2.45061724481054	-1.22633393729952	0.875202831322981	-1.40119969155694	0.161154366527463	0.422103695613143	57548.3702877186	0.00425836080597668	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Otu650	15.2239231213888	-1.22650585586113	0.559330567638993	-2.19281034655119	0.0283210461787393	0.155798762195396	57548.3702877186	0.026454134227043	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
Otu695	6.49032741083855	-1.22896297815267	0.642215028031252	-1.91363161014797	0.0556672431277646	0.233347591086189	57548.3702877186	0.0112780385932556	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu966	4.56257382768728	-1.23209692014327	0.825352454058044	-1.49281305711926	0.135486128455513	0.38155997989858	57548.3702877186	0.00792824159029397	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1947	2.88887085513795	-1.23355939101866	0.808187763700472	-1.5263277253426	0.126928267170428	0.367829472398637	57548.3702877186	0.0050199003737113	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu842	12.9516164492577	-1.2361023212709	0.454441262487678	-2.72004860321068	0.00652723215567107	0.0601729214350927	57548.3702877186	0.0225056181165598	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1131	2.86415167062468	-1.2383043325037	1.11659656542817	-1.10899887286405	0.267430668224998	0.549779107071674	57548.3702877186	0.00497694662125978	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus
Otu1710	2.27698770662272	-1.24172080715163	0.887544695010759	-1.3990515791845	0.16179751635075	0.422391746225408	57548.3702877186	0.00395665019745772	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu4120	0.487781730549339	-1.24562790810743	1.501648628103	-0.829506906473188	0.40681763034074	NA	57548.3702877186	0.000847603030477888	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu3644	9.52024841864769	-1.24961896031671	0.84675850925808	-1.47576782123112	0.140006232003755	0.387757000612583	57548.3702877186	0.0165430373980189	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
Otu1773	2.45585910030532	-1.25108699080789	0.817757494641338	-1.52989975513047	0.126041544000245	0.366675208068849	57548.3702877186	0.0042674694140373	100	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	NA
Otu3840	1.01279691310625	-1.2538856068846	1.41643915270872	-0.885237890019306	0.376028340590265	NA	57548.3702877186	0.00175990546394741	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Otu1269	20.7627538213125	-1.25472865473534	0.58890103919781	-2.1306273401122	0.0331198553482324	0.171409777679448	57548.3702877186	0.0360787867971015	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera
Otu2946	0.706776873991759	-1.2549557061776	1.42590885578766	-0.880109342952616	0.378800078270391	NA	57548.3702877186	0.00122814402989721	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
Otu5383	5.08756421947684	-1.254988198675	0.773182285979528	-1.62314660000918	0.104558069950806	0.333005458952635	57548.3702877186	0.00884050094562379	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu6321	1.07149033346931	-1.25548609976378	1.33893982186551	-0.93767179021873	0.348413105308155	NA	57548.3702877186	0.00186189518158774	100	Bacteria	Chloroflexi	NA	NA	NA	NA
Otu3297	1.31730706798289	-1.25870315170224	1.38910736031149	-0.906123736483541	0.364870363009708	NA	57548.3702877186	0.00228904321946371	100	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	NA
Otu1197	134.62508588116	-1.26073759846237	0.332333027655391	-3.79359706544028	0.000148480549728065	0.00490424936094297	57548.3702877186	0.233933793794836	100	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured	NA
Otu2429	3.14923566932099	-1.26079272587206	0.943080578004568	-1.33688759505549	0.181259330614844	0.443101765443086	57548.3702877186	0.00547232815382274	100	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	NA
Otu3697	1.58124492535056	-1.26262825826546	1.0388773167417	-1.21537763691437	0.224222093310252	0.501392988824078	57548.3702877186	0.00274767976477	100	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA
Otu2401	1.17717272333987	-1.26378936648605	1.18270667641148	-1.06855688878039	0.285269383292057	NA	57548.3702877186	0.00204553615932906	100	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Otu2328	7.43482751899814	-1.26525496903784	0.60041450848132	-2.10730245716107	0.0350913705116259	0.175620024352748	57548.3702877186	0.0129192668390556	100	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured
Otu4038	0.764169734520946	-1.26623463674871	1.41575775598089	-0.894386508849755	0.371115128279019	NA	57548.3702877186	0.00132787380546209	100	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga
Otu2684	2.09266967590288	-1.26730459926735	0.82230709755498	-1.54115731584406	0.123278503118057	0.363488163738508	57548.3702877186	0.00363636653034722	100	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
Otu4123	0.825255936041575	-1.2725706827653	1.34416029032273	-0.94674027489665	0.34377114229797	NA	57548.3702877186	0.00143402138395167	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	Ambiguous_taxa
Otu488	6.37615685748934	-1.27366564207468	0.757513255775734	-1.68137736516621	0.092689639211609	0.3123881527038	57548.3702877186	0.0110796479997802	100	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured soil bacterium	uncultured soil bacterium
Otu1371	3.30818169883184	-1.27595731482025	0.848229651129536	-1.50425926884439	0.132514622283972	0.377820316262631	57548.3702877186	0.005748523689363	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu1135	1.80804300623675	-1.27742455790525	1.32636120563556	-0.96310458454124	0.335495041305826	0.623930888480495	57548.3702877186	0.00314177968411141	100	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA
Otu3042	1.57130283421313	-1.28144363227526	1.34948493196711	-0.949579800351928	0.342325806284288	0.628516566457166	57548.3702877186	0.00273040370449632	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu8053	0.80794489097803	-1.28387274517092	1.36031860577702	-0.943802973596447	0.345270340782994	NA	57548.3702877186	0.0014039405233174	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Sulfuricellaceae	Sulfuricella
Otu1747	1.96712303821949	-1.28976985202637	1.31832386128472	-0.978340671744713	0.327905860529683	0.61563868802709	57548.3702877186	0.00341820807154863	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2144	3.51101333008126	-1.29071997079497	0.759401497676791	-1.69965423395085	0.0891959825900865	0.306387044040673	57548.3702877186	0.00610097786006383	100	Bacteria	Chloroflexi	NA	NA	NA	NA
Otu2814	1.70865177672087	-1.29161890642843	0.954362716935827	-1.35338365959583	0.175933094941144	0.436595272409149	57548.3702877186	0.00296907065860997	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2246	0.812812670953987	-1.29207097564381	1.42509156523319	-0.906658215630087	0.364587566085058	NA	57548.3702877186	0.00141239911206912	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
Otu1921	1.03473259240354	-1.2935556929555	1.29329043544858	-1.00020510281345	0.317211260289193	NA	57548.3702877186	0.00179802240659518	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu2704	1.35654495936841	-1.29397230320437	1.04917227379756	-1.23332681917026	0.217453855804621	NA	57548.3702877186	0.00235722567396127	100	Archaea	Nanoarchaeaeota	Woesearchaeia	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
Otu502	5.24761182412655	-1.29961383500947	0.663472666724228	-1.95880538896361	0.0501355822505722	0.219900077084554	57548.3702877186	0.00911861065376936	100	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus
Otu3800	0.781426464615195	-1.30006544187375	1.31393232576629	-0.989446272368364	0.322444844586026	NA	57548.3702877186	0.00135786028467597	100	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured
Otu1411	1.74105345059194	-1.30465614977575	1.04465565577761	-1.24888631249942	0.211706658562297	0.486492418896806	57548.3702877186	0.00302537403211833	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu1158	4.47488303413026	-1.3055219193479	0.784296944491437	-1.66457606206084	0.0959973644424924	0.318599717881283	57548.3702877186	0.00777586404577168	100	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Otu640	28.9424533798191	-1.30647415951237	0.52830135485211	-2.47297143479426	0.0133994852728477	0.0926458631886785	57548.3702877186	0.0502923944416123	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA
Otu5057	0.579412047988118	-1.30999343759877	1.47748002061178	-0.886640373692733	0.375272549839377	NA	57548.3702877186	0.00100682616222022	100	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
Otu216	23.7991155499024	-1.31021207282357	0.481644296164262	-2.7202898139932	0.00652247228942318	0.0601729214350927	57548.3702877186	0.0413549774405712	100	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11-24	NA	NA
Otu1739	5.83167689220826	-1.31315584392146	0.825669171211852	-1.59041404197532	0.111741507210566	0.346455201324384	57548.3702877186	0.0101335222232224	100	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
Otu3064	1.13193660925636	-1.31427780706331	1.17995748455029	-1.11383488326633	0.265350028884068	NA	57548.3702877186	0.00196693078117961	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas
Otu35	105.40387437834	-1.31766661217722	0.52908935108182	-2.49044251123749	0.0127584134330292	0.0906923364516535	57548.3702877186	0.18315701009666	100	Bacteria	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
Otu6127	2.32620890995156	-1.32209496769379	1.05169602637084	-1.25710750496609	0.208714709924655	0.483273909130044	57548.3702877186	0.00404218034033189	100	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
Otu6109	1.55846167475124	-1.32297489111227	1.04213024473455	-1.2694909276424	0.204266024255625	0.478685398672744	57548.3702877186	0.00270809002402599	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
Otu626	6.77841919912726	-1.32317827438051	0.882878464004294	-1.49870942414796	0.133949030800494	0.379566132582603	57548.3702877186	0.0117786466675562	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
Otu41	226.826717287575	-1.32626144552655	0.395525305626868	-3.35316458051796	0.00079893184304515	0.0149641202348139	57548.3702877186	0.39414967991888	100	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7
Otu1799	1.06430168380449	-1.32719965056426	1.19899881794277	-1.10692323520506	0.268327119131785	NA	57548.3702877186	0.0018494036902929	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
Otu2323	1.85991373626301	-1.32926920050774	1.29409030601714	-1.02718426552384	0.304333705676895	0.587919400382214	57548.3702877186	0.00323191382651531	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
Otu1717	3.72454093265854	-1.33571487616816	0.738431202834533	-1.80885486832205	0.0704735534854098	0.269861407916625	57548.3702877186	0.00647201808502542	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	Ambiguous_taxa
Otu3706	0.548203385549991	-1.33632554340895	1.41154362980536	-0.946712177499764	0.34378546348868	NA	57548.3702877186	0.000952595847300619	100	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured soil bacterium
Otu6748	0.544885255258989	-1.3363560479071	1.4125666771593	-0.946048119013065	0.344124043752669	NA	57548.3702877186	0.000946830036254342	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
Otu2742	1.1846608568636	-1.33636909305184	1.3667852933596	-0.977746175309662	0.328199877914354	NA	57548.3702877186	0.00205854805434242	100	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured
